player_hand,dealer_upcard,can_double,result
6H-QD,3H,1,stand
JS-4H,9D,1,hit
JS-4H-3D,9D,0,stand
4C-8C,5S,1,stand
6S-4S,9H,1,double down
2D-KH,AD,1,hit
2D-KH-7S,AD,0,stand
5S-AS,QS,1,hit
5S-AS-AH,QS,0,hit
5S-AS-AH-AC,QS,0,hit
5S-AS-AH-AC-JH,QS,0,stand
5S-9H,10D,1,hit
9C-QS,9D,1,stand
3H-6C,10S,1,hit
3H-6C-4C,10S,0,hit
3H-6C-4C-3D,10S,0,hit
3H-6C-4C-3D-5C,10S,0,stand
5C-9D,KD,1,hit
4D-QC,8H,1,hit
4D-QC-4S,8H,0,stand
2D-QH,10S,1,hit
2D-QH-4H,10S,0,hit
2D-QH-4H-AD,10S,0,stand
KH-10C,5C,1,stand
JH-8H,9S,1,stand
QC-7H,9D,1,stand
3D-10S,3H,1,stand
8S-7S,6D,1,stand
2D-7D,KC,1,hit
2D-7D-KH,KC,0,stand
7C-5C,2H,1,hit
7C-5C-5S,2H,0,stand
6H-4D,2H,1,double down
10H-10C,5H,1,stand
8S-JD,JC,1,stand
AD-4D,2D,1,hit
AD-4D-9C,2D,0,stand
7H-3H,8S,1,double down
KH-JD,2S,1,stand
KS-2D,5H,1,stand
4H-JD,5S,1,stand
7H-9H,AH,1,hit
7H-9H-2S,AH,0,stand
7H-KD,3C,1,stand
9H-10S,9D,1,stand
9S-AD,9D,1,stand
2D-AC,5D,1,double down
10S-9C,QS,1,stand
2H-KS,AD,1,hit
2H-KS-5D,AD,0,stand
2D-3H,4C,1,hit
2D-3H-AC,4C,0,hit
2D-3H-AC-KC,4C,0,stand
8H-9C,2S,1,stand
9S-2S,5D,1,double down
9H-10S,10H,1,stand
9S-AH,KH,1,stand
4C-AH,9H,1,hit
4C-AH-10S,9H,0,hit
6C-JS,KD,1,hit
3C-10C,5H,1,stand
3S-4S,4D,1,hit
3S-4S-2H,4D,0,hit
3S-4S-2H-KD,4D,0,stand
2C-5H,5C,1,hit
2C-5H-JC,5C,0,stand
7C-3S,6S,1,double down
5D-10S,JS,1,hit
8S-JS,JC,1,stand
AD-9C,5H,1,stand
8H-9C,KS,1,stand
5H-9D,KH,1,hit
5H-9D-3S,KH,0,stand
7C-10D,4C,1,stand
6H-KC,7S,1,hit
6H-KC-AC,7S,0,stand
9H-4D,6D,1,stand
4H-AD,8H,1,hit
4H-AD-KH,8H,0,hit
5S-5C,9H,1,double down
KD-6S,QS,1,hit
KD-6S-2D,QS,0,stand
2D-4D,9H,1,hit
2D-4D-5C,9H,0,hit
2D-4D-5C-10C,9H,0,stand
10D-JH,7S,1,stand
9H-8S,AH,1,stand
JH-QH,10H,1,stand
3C-2S,6S,1,hit
3C-2S-4C,6S,0,hit
3C-2S-4C-6D,6S,0,stand
5C-AS,2D,1,hit
5C-AS-5S,2D,0,stand
QC-JD,QD,1,stand
7D-QH,JD,1,stand
QD-JS,10D,1,stand
4C-QC,8S,1,hit
4C-QC-6D,8S,0,stand
9D-2S,3S,1,double down
2H-2C,KH,1,hit
2H-2C-JC,KH,0,hit
2H-2C-JC-3S,KH,0,stand
4S-QD,JC,1,hit
7C-10S,2D,1,stand
7S-10S,JH,1,stand
JH-9C,JD,1,stand
4C-8C,QS,1,hit
7S-4S,2H,1,double down
3D-JD,10H,1,hit
3D-JD-5C,10H,0,stand
9C-4S,JS,1,hit
9C-4S-7S,JS,0,stand
5S-6S,5D,1,double down
3H-10S,7C,1,hit
3H-10S-2S,7C,0,hit
5D-4C,7H,1,hit
5D-4C-AC,7H,0,stand
7C-8D,JH,1,hit
4C-6D,AS,1,hit
4C-6D-QS,AS,0,stand
7H-8S,10S,1,hit
7H-8S-5C,10S,0,stand
4S-8C,KH,1,hit
JC-JH,7H,1,stand
5S-8D,2D,1,stand
QC-6C,4C,1,stand
9H-5C,QH,1,hit
9H-5C-6D,QH,0,stand
AD-6H,7C,1,hit
AD-6H-2C,7C,0,stand
QD-10S,3D,1,stand
QC-7S,10S,1,stand
9C-AC,8C,1,stand
9S-10D,8C,1,stand
KH-7C,JH,1,stand
2S-3D,7C,1,hit
2S-3D-5C,7C,0,hit
2S-3D-5C-8S,7C,0,stand
9H-10H,KH,1,stand
10S-5D,6S,1,stand
JS-KS,5D,1,stand
2C-QC,KC,1,hit
2C-QC-7C,KC,0,stand
KD-QS,3H,1,stand
9S-5H,10S,1,hit
AD-4S,4H,1,double down
5H-9D,6C,1,stand
QC-QS,9C,1,stand
2D-QS,QC,1,hit
2D-QS-7S,QC,0,stand
7D-JD,QD,1,stand
8H-7D,QS,1,hit
8H-7D-5D,QS,0,stand
8C-4D,QS,1,hit
8C-4D-4H,QS,0,hit
8C-4D-4H-AD,QS,0,stand
8S-JS,9D,1,stand
8C-2C,JD,1,hit
8C-2C-KS,JD,0,stand
KD-9C,5H,1,stand
9D-10S,5C,1,stand
KC-10C,4S,1,stand
6C-QH,5S,1,stand
9H-4S,JD,1,hit
3D-6S,2S,1,hit
3D-6S-AS,2S,0,stand
4C-3D,9D,1,hit
4C-3D-8S,9D,0,hit
4C-3D-8S-5D,9D,0,stand
KC-KH,5H,1,stand
6S-AC,7H,1,hit
6S-AC-2S,7H,0,stand
10S-8S,6D,1,stand
9D-AS,KD,1,stand
6C-9S,6D,1,stand
QC-8C,3S,1,stand
JH-JD,4C,1,stand
5H-9D,8D,1,hit
5H-9D-6D,8D,0,stand
4C-KD,5D,1,stand
7H-8S,KH,1,hit
5D-AC,6S,1,double down
10C-6C,8D,1,hit
5D-6D,5H,1,double down
7H-4C,6H,1,double down
4S-8S,QC,1,hit
4S-8S-3D,QC,0,hit
4S-8S-3D-4D,QC,0,stand
2D-6C,QD,1,hit
2D-6C-10S,QD,0,stand
8D-7C,9S,1,hit
8D-7C-AD,9S,0,hit
7S-JH,6H,1,stand
4D-3H,10D,1,hit
4D-3H-KC,10D,0,stand
7S-9C,8S,1,hit
4S-2H,9D,1,hit
4S-2H-9S,9D,0,hit
KS-5H,7C,1,hit
KS-5H-4H,7C,0,stand
3C-AC,4H,1,hit
3C-AC-3S,4H,0,hit
3C-AC-3S-6H,4H,0,stand
QD-8H,KS,1,stand
3S-6S,7H,1,hit
3S-6S-4S,7H,0,hit
AS-2S,5H,1,double down
KC-6D,QC,1,hit
4S-JD,2S,1,stand
QH-10D,9S,1,stand
KH-4H,KD,1,hit
KH-4H-5S,KD,0,stand
10H-9H,KS,1,stand
8D-6S,9H,1,hit
7C-4S,AS,1,double down
QS-5H,9C,1,hit
6C-QH,AD,1,hit
6C-QH-5H,AD,0,stand
9C-QS,9S,1,stand
AD-9S,4H,1,stand
KS-5D,4D,1,stand
8D-3C,KC,1,double down
7D-4C,10S,1,double down
6S-5D,3C,1,double down
QC-JS,AC,1,stand
2S-KC,3H,1,hit
7S-8S,6S,1,stand
2H-4S,JH,1,hit
2H-4S-4H,JH,0,hit
2H-4S-4H-4C,JH,0,hit
2H-4S-4H-4C-AS,JH,0,hit
2H-4S-4H-4C-AS-5H,JH,0,stand
5S-6D,8H,1,double down
5C-8D,JH,1,hit
5C-8D-8S,JH,0,stand
10D-QS,6D,1,stand
4C-8D,10S,1,hit
4C-8D-5S,10S,0,stand
JC-JD,2H,1,stand
4C-8H,2H,1,hit
4C-8H-6S,2H,0,stand
KH-QC,AH,1,stand
KC-2S,3C,1,hit
KC-2S-2C,3C,0,stand
2C-AH,3D,1,hit
2C-AH-JS,3D,0,stand
7C-QS,6S,1,stand
QC-4C,JH,1,hit
3D-5C,6S,1,hit
3D-5C-8D,6S,0,stand
JD-3H,4H,1,stand
5S-7D,KD,1,hit
5S-7D-5D,KD,0,stand
6H-4S,8C,1,double down
8S-3S,2H,1,double down
6C-4D,3H,1,double down
5H-KS,AS,1,hit
5H-KS-3H,AS,0,stand
2C-7C,2S,1,hit
2C-7C-5C,2S,0,stand
6C-8D,QS,1,hit
6C-8D-7S,QS,0,stand
8H-2H,3H,1,double down
9D-3H,QS,1,hit
9D-3H-7H,QS,0,stand
7S-QS,3C,1,stand
9C-6D,7S,1,hit
9S-2D,JS,1,double down
8C-2C,QH,1,hit
8C-2C-2D,QH,0,hit
3D-AH,4H,1,hit
3D-AH-2D,4H,0,hit
3D-AH-2D-3C,4H,0,stand
2C-7H,3H,1,double down
3S-4D,10D,1,hit
3S-4D-KD,10D,0,stand
2H-7C,3D,1,double down
2S-10C,3D,1,hit
2S-10C-4C,3D,0,stand
4C-JS,5S,1,stand
QC-KH,4S,1,stand
2S-8H,AS,1,hit
2S-8H-5D,AS,0,hit
4S-9S,KS,1,hit
4S-9S-6H,KS,0,stand
9D-7C,9S,1,hit
10D-8H,8D,1,stand
3H-5H,QC,1,hit
3H-5H-AC,QC,0,stand
10H-5H,6C,1,stand
9H-7D,7C,1,hit
9H-JS,8D,1,stand
2D-AS,JS,1,hit
2D-AS-6H,JS,0,stand
2S-JH,QH,1,hit
2S-JH-AD,QH,0,hit
2C-QC,6S,1,stand
8S-10H,QS,1,stand
8H-2H,4H,1,double down
2D-9S,10H,1,double down
10C-9D,AH,1,stand
QS-6C,KS,1,hit
QS-6C-AD,KS,0,stand
JC-5D,QC,1,hit
5D-KD,QH,1,hit
5H-6H,JH,1,double down
3D-9C,AH,1,hit
7C-KH,4D,1,stand
3H-7H,6H,1,double down
QH-10D,9D,1,stand
9C-8H,10D,1,stand
8C-10C,2D,1,stand
AC-6H,4H,1,double down
9S-AH,10H,1,stand
2H-AD,4H,1,hit
2H-AD-AS,4H,0,hit
2H-AD-AS-3S,4H,0,hit
2H-AD-AS-3S-6H,4H,0,stand
5C-4S,KH,1,hit
5C-4S-3S,KH,0,hit
9H-7S,JS,1,hit
9H-7S-3H,JS,0,stand
6C-10D,KC,1,hit
6C-10D-5S,KC,0,stand
2H-AH,10H,1,hit
2H-AH-2S,10H,0,hit
2H-AH-2S-3D,10H,0,hit
2H-AH-2S-3D-JH,10H,0,stand
9C-QD,JC,1,stand
AS-8S,6S,1,double down
2D-KS,4D,1,stand
3C-KS,5S,1,stand
10C-QC,5D,1,stand
QS-KS,7C,1,stand
5D-7C,6H,1,stand
9C-2D,KS,1,double down
6H-KC,KH,1,hit
JH-3C,KD,1,hit
7H-JH,10H,1,stand
8H-3S,5C,1,double down
10S-8H,3D,1,stand
5H-JD,7H,1,hit
5H-JD-2C,7H,0,stand
10C-8S,5D,1,stand
2S-JC,4H,1,stand
QS-4D,7D,1,hit
QS-2H,JD,1,hit
QS-2H-6D,JD,0,stand
8C-JD,2C,1,stand
8S-AC,2C,1,stand
4H-QS,3S,1,stand
10C-2H,3H,1,hit
4D-9H,8S,1,hit
4C-7D,JD,1,double down
7S-3D,5H,1,double down
9H-7C,6S,1,stand
7C-5D,AD,1,hit
7C-5D-4S,AD,0,hit
7C-5D-4S-5C,AD,0,stand
2S-4H,9D,1,hit
2S-4H-KC,9D,0,hit
2S-4H-KC-AD,9D,0,stand
KH-QD,7S,1,stand
JC-8H,5C,1,stand
2H-KC,3D,1,hit
2H-KC-AD,3D,0,stand
KC-2S,4D,1,stand
5S-9C,4S,1,stand
2S-5H,4D,1,hit
2S-5H-KC,4D,0,stand
QC-8C,3D,1,stand
4S-KH,6C,1,stand
2H-9S,7D,1,double down
8C-3H,4H,1,double down
8H-KD,4H,1,stand
9D-5S,8D,1,hit
QC-8D,JD,1,stand
8H-5S,5D,1,stand
AD-4H,6D,1,double down
4C-5H,KC,1,hit
4C-5H-QS,KC,0,stand
4D-KH,QH,1,hit
8H-QS,4H,1,stand
7H-7C,8C,1,hit
7H-7C-5H,8C,0,stand
5D-2C,QS,1,hit
5D-2C-7S,QS,0,hit
5D-2C-7S-AD,QS,0,hit
5D-2C-7S-AD-4D,QS,0,stand
QC-6S,7C,1,hit
JH-KS,10C,1,stand
KD-3D,3H,1,stand
QS-KS,AD,1,stand
AC-8S,9H,1,stand
AD-8D,JS,1,stand
4C-JD,AS,1,hit
4C-JD-7C,AS,0,stand
AS-5H,AD,1,hit
AS-5H-3D,AD,0,stand
8D-5D,10H,1,hit
8D-5D-6H,10H,0,stand
JC-QC,9C,1,stand
2H-JH,8D,1,hit
4D-3H,6H,1,hit
4D-3H-QC,6H,0,stand
AD-3S,KC,1,hit
AD-3S-8C,KC,0,hit
AD-3S-8C-9D,KC,0,stand
6C-6S,8S,1,hit
6C-6S-6H,8S,0,stand
KS-9S,JC,1,stand
2S-AS,6D,1,double down
3C-AD,9S,1,hit
3C-AD-3D,9S,0,hit
3C-AD-3D-2S,9S,0,stand
2S-QH,KD,1,hit
2S-QH-7C,KD,0,stand
9H-AS,4H,1,stand
10S-6C,2D,1,stand
6D-3H,AC,1,hit
6D-3H-7H,AC,0,hit
6H-QS,4C,1,stand
4C-10S,2D,1,stand
KC-6C,4S,1,stand
KS-10C,5S,1,stand
AH-2C,3D,1,hit
AH-2C-JH,3D,0,stand
7D-3C,KH,1,hit
7D-3C-JH,KH,0,stand
2S-7H,QS,1,hit
2S-7H-3H,QS,0,hit
2S-7H-3H-6D,QS,0,stand
QH-6S,4D,1,stand
7H-7D,JD,1,hit
7H-7D-4C,JD,0,stand
7C-QD,10S,1,stand
7S-JH,7D,1,stand
KS-4S,9S,1,hit
KS-4S-AD,9S,0,hit
6H-AH,2C,1,hit
6H-AH-5D,2C,0,hit
6H-AH-5D-5S,2C,0,stand
6D-2H,6S,1,hit
6D-2H-5H,6S,0,stand
AH-5S,2C,1,hit
AH-5S-6H,2C,0,hit
8D-JS,JH,1,stand
8D-3C,5S,1,double down
AC-8C,JC,1,stand
QD-4H,10H,1,hit
QD-4H-2S,10H,0,hit
5C-8D,KS,1,hit
5C-8D-4C,KS,0,stand
5C-2S,6D,1,hit
5C-2S-3S,6D,0,hit
5C-2S-3S-5D,6D,0,stand
7S-10C,QH,1,stand
10H-6S,6D,1,stand
3H-7D,7C,1,double down
3H-KD,4S,1,stand
3C-KC,4S,1,stand
4S-10S,9D,1,hit
4S-10S-4C,9D,0,stand
3H-9H,5H,1,stand
7D-QC,QD,1,stand
2C-QC,3D,1,hit
KC-JS,4D,1,stand
4C-JS,3C,1,stand
3H-8C,QH,1,double down
9H-10D,3H,1,stand
5S-5C,KS,1,hit
5S-5C-QC,KS,0,stand
5S-JC,4D,1,stand
JS-10S,7H,1,stand
KC-JC,JS,1,stand
2H-10H,KH,1,hit
KS-9H,6H,1,stand
10S-10H,8H,1,stand
8D-9D,KC,1,stand
JS-2C,6H,1,stand
QS-8D,2C,1,stand
QS-7D,QD,1,stand
7S-6H,QD,1,hit
8D-KH,QH,1,stand
3H-2H,KD,1,hit
3H-2H-KH,KD,0,hit
KH-5D,8S,1,hit
QD-4H,8D,1,hit
3C-KS,6C,1,stand
4S-AH,5S,1,double down
QH-7S,4S,1,stand
9D-5D,6S,1,stand
5C-JH,7S,1,hit
QC-5H,4S,1,stand
8D-10D,9H,1,stand
8H-4S,10S,1,hit
8H-4S-6D,10S,0,stand
5H-AC,10D,1,hit
5H-AC-7S,10D,0,hit
7H-AS,7C,1,stand
JD-KH,9C,1,stand
4C-8D,QS,1,hit
4C-8D-AC,QS,0,hit
4C-8D-AC-3C,QS,0,hit
5H-4S,10S,1,hit
5H-4S-4D,10S,0,hit
5H-4S-4D-8D,10S,0,stand
4C-AH,AD,1,hit
4C-AH-AC,AD,0,hit
4C-AH-AC-6C,AD,0,hit
4C-AH-AC-6C-9D,AD,0,stand
JH-8H,3D,1,stand
9S-8S,5C,1,stand
2C-7S,6H,1,double down
KH-JS,QC,1,stand
9D-4H,3S,1,stand
AD-5H,5D,1,double down
5C-QC,9C,1,hit
5C-QC-3D,9C,0,stand
10C-3C,8D,1,hit
10C-3C-4S,8D,0,stand
9C-KD,5D,1,stand
4H-6S,7S,1,double down
5H-2H,3C,1,hit
5H-2H-AD,3C,0,stand
2D-6D,AC,1,hit
2D-6D-3D,AC,0,hit
2D-6D-3D-KD,AC,0,stand
7S-4D,3C,1,double down
KD-5C,2S,1,stand
JC-4D,2D,1,stand
8C-6H,4C,1,stand
7H-AD,8H,1,stand
QS-2D,3D,1,hit
6C-2H,5D,1,hit
6C-2H-QD,5D,0,stand
5D-4H,7S,1,hit
5D-4H-8D,7S,0,stand
10C-4H,8S,1,hit
3C-2C,QS,1,hit
3C-2C-4H,QS,0,hit
3C-2C-4H-10H,QS,0,stand
6D-QD,8D,1,hit
6D-QD-2D,8D,0,stand
AH-3D,4S,1,hit
AH-3D-6C,4S,0,stand
6S-JS,3S,1,stand
7C-5D,7D,1,hit
7C-5D-2H,7D,0,hit
10D-7S,5C,1,stand
2C-3C,JC,1,hit
2C-3C-4H,JC,0,hit
2C-3C-4H-6C,JC,0,hit
5S-4S,QD,1,hit
5S-4S-10S,QD,0,stand
KH-3S,2D,1,stand
5S-AC,QC,1,hit
5S-AC-6D,QC,0,hit
5S-AC-6D-9C,QC,0,stand
JH-2H,4S,1,stand
3S-5C,KC,1,hit
3S-5C-4D,KC,0,hit
3S-5C-4D-2H,KC,0,hit
6S-10H,QS,1,hit
8S-6S,5D,1,stand
2S-KD,7H,1,hit
2S-KD-8S,7H,0,stand
10H-2D,4C,1,stand
JC-10D,4S,1,stand
9D-6C,3S,1,stand
10H-8S,2C,1,stand
KS-8H,4C,1,stand
9C-10D,6C,1,stand
8H-KS,JH,1,stand
8D-QH,2H,1,stand
6D-7D,4S,1,stand
9D-8C,9C,1,stand
8H-KD,2D,1,stand
8S-JS,2D,1,stand
7S-AS,KD,1,hit
7S-AS-5D,KD,0,hit
9C-2C,2H,1,double down
JD-5C,3D,1,stand
5S-10D,9C,1,hit
5S-10D-4C,9C,0,stand
KS-7D,3H,1,stand
JS-2S,3S,1,hit
JS-2S-5D,3S,0,stand
10D-4D,4H,1,stand
3D-9D,6D,1,stand
JS-JH,4C,1,stand
4S-8H,JC,1,hit
4S-8H-2S,JC,0,hit
4S-8H-2S-5H,JC,0,stand
5C-8C,4C,1,stand
8D-6D,QC,1,hit
8D-6D-2H,QC,0,hit
9D-AH,5S,1,stand
2S-3C,QC,1,hit
2S-3C-7S,QC,0,hit
JS-7S,4D,1,stand
6S-8H,9C,1,hit
6S-8H-5D,9C,0,stand
JS-8S,2C,1,stand
4D-8H,9S,1,hit
KH-JH,9D,1,stand
8S-2H,10D,1,hit
8S-2H-AH,10D,0,stand
9S-QC,9D,1,stand
7D-7C,QS,1,hit
7D-6S,4H,1,stand
JS-7S,3H,1,stand
10H-5H,6H,1,stand
10D-8H,9S,1,stand
2C-6S,10H,1,hit
2C-6S-QS,10H,0,stand
6H-AH,AD,1,hit
6H-AH-7H,AD,0,hit
KD-9H,5S,1,stand
4H-10H,7H,1,hit
4H-10H-3S,7H,0,stand
5D-4C,KS,1,hit
5D-4C-2H,KS,0,hit
5D-4C-2H-7D,KS,0,stand
2C-JH,10S,1,hit
2C-JH-8C,10S,0,stand
4S-10C,QH,1,hit
KD-JD,6S,1,stand
6D-KS,6S,1,stand
6S-4H,6D,1,double down
7H-6D,10H,1,hit
7S-10S,QS,1,stand
2S-4S,6S,1,hit
2S-4S-AS,6S,0,hit
2S-4S-AS-3C,6S,0,stand
3H-7D,KH,1,hit
3H-7D-KC,KH,0,stand
KS-8H,9C,1,stand
4D-JS,9C,1,hit
4D-JS-4S,9C,0,stand
8S-2C,AS,1,hit
8S-2C-4D,AS,0,hit
8S-2C-4D-7S,AS,0,stand
5H-5C,QH,1,hit
5H-5C-8S,QH,0,stand
3C-5D,2S,1,hit
3C-5D-QD,2S,0,stand
3H-10C,2S,1,stand
QD-QC,6D,1,stand
3C-7C,4H,1,double down
10H-KC,3H,1,stand
7H-4C,7C,1,double down
5H-3C,5D,1,hit
5H-3C-10S,5D,0,stand
5S-8C,KC,1,hit
3C-6S,9S,1,hit
3C-6S-QD,9S,0,stand
QH-4H,9D,1,hit
8C-5C,7H,1,hit
8C-5C-AS,7H,0,hit
8C-5C-AS-4D,7H,0,stand
6H-3S,AC,1,hit
6H-3S-7D,AC,0,hit
6H-3S-7D-2C,AC,0,stand
7D-4S,8S,1,double down
2D-5S,3C,1,hit
2D-5S-6C,3C,0,stand
4D-QS,JH,1,hit
4D-QS-2S,JH,0,hit
10S-5S,7D,1,hit
KS-10S,10H,1,stand
10H-2H,2D,1,hit
10H-2H-8H,2D,0,stand
KH-8C,6S,1,stand
4S-10C,6C,1,stand
5S-AC,2S,1,hit
5S-AC-JC,2S,0,stand
KH-8C,2H,1,stand
JH-2C,JD,1,hit
JH-2C-5C,JD,0,stand
9C-9S,KS,1,stand
10S-6H,5C,1,stand
5H-KS,QC,1,hit
KC-3C,9C,1,hit
KC-3C-2S,9C,0,hit
QH-10H,6H,1,stand
4C-AS,JH,1,hit
4C-AS-3H,JH,0,hit
4C-AS-3H-KC,JH,0,stand
8D-5H,QS,1,hit
7S-6D,6S,1,stand
KD-9D,5S,1,stand
4H-AD,2H,1,hit
4H-AD-4C,2H,0,stand
9H-7S,KH,1,hit
6D-7S,QD,1,hit
7H-5H,8C,1,hit
AS-2H,6S,1,double down
AS-9C,7D,1,stand
JS-10C,QH,1,stand
10S-7C,AS,1,stand
4S-3H,5D,1,hit
4S-3H-JH,5D,0,stand
3C-3S,10C,1,hit
3C-3S-4S,10C,0,hit
3C-3S-4S-9C,10C,0,stand
2S-QH,QD,1,hit
2S-QH-5S,QD,0,stand
QC-10H,6C,1,stand
5S-AH,2D,1,hit
5S-AH-6H,2D,0,hit
5S-AH-6H-7D,2D,0,stand
4S-2H,KC,1,hit
4S-2H-KH,KC,0,hit
4S-2H-KH-3D,KC,0,stand
10H-9S,QS,1,stand
8H-9C,QH,1,stand
8C-5C,6D,1,stand
3S-10D,QH,1,hit
JH-QC,9D,1,stand
QC-4H,10D,1,hit
6S-9C,QC,1,hit
QC-7C,2H,1,stand
3C-3D,JH,1,hit
3C-3D-KS,JH,0,hit
9C-4C,AS,1,hit
9C-4C-4D,AS,0,stand
AD-2S,4C,1,hit
AD-2S-4H,4C,0,hit
AD-2S-4H-KD,4C,0,stand
4S-8H,3S,1,hit
4S-8H-5D,3S,0,stand
10H-9H,4H,1,stand
AS-2D,QD,1,hit
AS-2D-5D,QD,0,hit
AS-2D-5D-QC,QD,0,stand
AD-3S,10S,1,hit
AD-3S-5D,10S,0,stand
8C-JC,10D,1,stand
QD-5H,8C,1,hit
9D-2C,10C,1,double down
JD-7C,6D,1,stand
AD-2H,5H,1,double down
5D-7H,KD,1,hit
5D-7H-AH,KD,0,hit
5D-7H-AH-3C,KD,0,hit
5S-8H,KH,1,hit
5S-8H-AC,KH,0,hit
5S-8H-AC-7S,KH,0,stand
3C-10D,QH,1,hit
3C-10D-3H,QH,0,hit
6S-8S,2S,1,stand
2H-10S,3S,1,hit
2H-10S-8D,3S,0,stand
KH-4H,8S,1,hit
10H-KC,JH,1,stand
7H-2D,5C,1,double down
9D-3S,5C,1,stand
QS-7D,3D,1,stand
AH-8S,6D,1,double down
QC-5H,7D,1,hit
QC-5H-5C,7D,0,stand
2C-10C,JH,1,hit
2C-10C-2H,JH,0,hit
2C-10C-2H-AS,JH,0,hit
3H-5H,6D,1,hit
3H-5H-5D,6D,0,stand
2C-6C,9S,1,hit
2C-6C-8D,9S,0,hit
KS-KH,6D,1,stand
JD-7C,7S,1,stand
2H-2S,KD,1,hit
2H-2S-4D,KD,0,hit
2H-2S-4D-3S,KD,0,hit
2H-2S-4D-3S-10C,KD,0,stand
6H-2D,8C,1,hit
6H-2D-10H,8C,0,stand
6S-9S,3S,1,stand
5D-6H,3S,1,double down
7H-7D,9S,1,hit
7H-7D-2S,9S,0,hit
7H-7D-2S-5C,9S,0,stand
6D-3S,9C,1,hit
6D-3S-3D,9C,0,hit
6D-3S-3D-8D,9C,0,stand
9H-2C,4D,1,double down
7H-10D,KD,1,stand
5C-QS,7S,1,hit
5C-QS-5S,7S,0,stand
QS-3H,9H,1,hit
2D-7S,6H,1,double down
6D-8C,5S,1,stand
3S-6D,7D,1,hit
3S-6D-4C,7D,0,hit
3S-7C,KD,1,hit
3S-7C-QS,KD,0,stand
5S-KC,QH,1,hit
4C-9S,7S,1,hit
8C-4H,10H,1,hit
8C-4H-8H,10H,0,stand
8H-9H,4S,1,stand
2D-5S,QS,1,hit
2D-5S-4D,QS,0,hit
2D-5S-4D-5H,QS,0,hit
8S-2D,9C,1,double down
6H-4S,JS,1,hit
6H-4S-8H,JS,0,stand
10H-3C,JD,1,hit
10H-3C-5H,JD,0,stand
3S-9C,2H,1,hit
3S-9C-2D,2H,0,stand
QC-8D,5H,1,stand
6D-KC,JC,1,hit
6D-KC-4D,JC,0,stand
KS-7H,QC,1,stand
9S-9C,QS,1,stand
6D-5H,QS,1,double down
5H-7C,8H,1,hit
5H-7C-7H,8H,0,stand
QH-7D,10D,1,stand
9H-5C,KH,1,hit
9H-5C-2C,KH,0,hit
9H-5C-2C-3D,KH,0,stand
6C-3C,JH,1,hit
6C-3C-7H,JH,0,hit
6C-3C-7H-4C,JH,0,stand
3S-8D,JH,1,double down
9H-7C,2D,1,stand
KH-8S,AC,1,stand
2S-9C,JH,1,double down
7H-2C,JH,1,hit
7H-2C-5D,JH,0,hit
7H-2C-5D-7S,JH,0,stand
9H-5D,3H,1,stand
8C-9H,10S,1,stand
QC-QH,JH,1,stand
10S-6D,8S,1,hit
JH-JS,3H,1,stand
8H-9S,JS,1,stand
7S-10S,5H,1,stand
6S-QH,4S,1,stand
10H-6D,2S,1,stand
7C-2S,10S,1,hit
7C-2S-10H,10S,0,stand
7C-5C,AD,1,hit
7C-5C-2D,AD,0,hit
7C-5C-2D-5S,AD,0,stand
8C-4D,KS,1,hit
8C-4D-AH,KS,0,hit
8C-4D-AH-5C,KS,0,stand
9C-9S,KC,1,stand
QD-7D,10S,1,stand
AC-8S,2C,1,stand
2H-5S,7D,1,hit
2H-5S-10H,7D,0,stand
JS-9C,2S,1,stand
7C-QC,10H,1,stand
3C-QS,KD,1,hit
3C-QS-5S,KD,0,stand
3D-4C,10S,1,hit
3D-4C-QC,10S,0,stand
4S-5S,5C,1,double down
4C-5C,2C,1,hit
4C-5C-3D,2C,0,hit
7D-QH,3H,1,stand
7S-3D,3H,1,double down
8D-4S,3S,1,hit
8D-4S-3C,3S,0,stand
4D-KD,3D,1,stand
JC-10C,10H,1,stand
4H-2C,6H,1,hit
4H-2C-6C,6H,0,stand
7H-AD,2H,1,double down
4S-2H,5D,1,hit
4S-2H-6C,5D,0,stand
4D-7C,AS,1,double down
QH-KC,4H,1,stand
QD-10D,9D,1,stand
JC-4C,AD,1,hit
JC-4C-5H,AD,0,stand
2S-JD,6C,1,stand
7D-AH,10D,1,hit
7D-AH-8D,10D,0,hit
KC-5C,4H,1,stand
7D-AH,5D,1,double down
10H-9H,9S,1,stand
JC-KD,10H,1,stand
7D-8S,7C,1,hit
7D-8S-3C,7C,0,stand
10D-7H,8D,1,stand
10C-9H,10H,1,stand
KC-4C,10C,1,hit
9S-10S,7C,1,stand
JH-6H,7C,1,hit
7H-JC,10H,1,stand
7D-JH,8H,1,stand
2S-8C,5H,1,double down
JC-9C,4H,1,stand
4D-9H,2H,1,stand
KH-6C,2C,1,stand
7S-5S,10S,1,hit
7S-5S-9C,10S,0,stand
2D-4H,JH,1,hit
2D-4H-8C,JH,0,hit
2D-4H-8C-7S,JH,0,stand
6S-6D,9C,1,hit
6S-6D-5S,9C,0,stand
QC-3C,3H,1,stand
8D-6D,JC,1,hit
2S-6C,8S,1,hit
2S-6C-KS,8S,0,stand
AD-9S,3D,1,stand
QD-KD,KS,1,stand
KH-3H,8H,1,hit
KH-3H-6S,8H,0,stand
5H-4C,KD,1,hit
5H-4C-7S,KD,0,hit
2S-KS,9S,1,hit
2S-KS-2D,9S,0,hit
7H-4D,JD,1,double down
3D-9S,10C,1,hit
